home_team,away_team,home_pitcher,away_pitcher,home_pitcher_era,away_pitcher_era,home_pitcher_war,away_pitcher_war,home_batting_avg,away_batting_avg
키움,두산,하영민,최승용,6.2,4.09,0.06,0.26,0.246,0.261
