home_team,away_team,home_pitcher,away_pitcher,home_pitcher_era,away_pitcher_era,home_pitcher_war,away_pitcher_war,home_batting_avg,away_batting_avg
LG,NC,임찬규,신민혁,1.3,3.6,1.2,0.38,0.28,0.258
