home_team,away_team,home_pitcher,away_pitcher,home_pitcher_era,away_pitcher_era,home_pitcher_war,away_pitcher_war,home_batting_avg,away_batting_avg
롯데,한화,반즈,와이스,5.4,4.91,0.24,0.2,0.279,0.246
