home_team,away_team,home_pitcher,away_pitcher,home_pitcher_era,away_pitcher_era,home_pitcher_war,away_pitcher_war,home_batting_avg,away_batting_avg
키움,KT,전준표,헤이수스,27.0,1.23,-0.25,0.83,0.253,0.239
