home_team,away_team,home_pitcher,away_pitcher,home_pitcher_era,away_pitcher_era,home_pitcher_war,away_pitcher_war,home_batting_avg,away_batting_avg
두산,KIA,콜어빈,윤영철,2.63,24.0,0.6,-0.52,0.253,0.242
